;Ticker;Titles;Date;Var_prc;Target
22;AMD;<title>Cathie Wood's ARK sheds Robinhood stock, adds to AMD and Guardant Health By Investing.com - Investing.com</title>;0;0.015138670275159931;1.0
9;AMD;<title>Advanced Micro (AMD) Up 14.5% Since Last Earnings Report: Can It Continue? - Yahoo Finance</title>;0;0.015138670275159931;1.0
0;AFL;<title>Congress Wealth Management LLC DE Boosts Stock Position in Aflac Incorporated (NYSE:AFL) - Defense World</title>;0;0.011421163317262131;1.0
14;A;<title>Argo Group Preferred 'A' Stock Poised For Very Big Returns (NYSE:ARGO.PR.A) - Seeking Alpha</title>;0;-0.08142013725988095;-1.0
33;A;<title>How To Earn $500 A Month From Nvidia Stock Following Strong Earnings Report - TradingView</title>;0;-0.08142013725988095;-1.0
34;A;<title>Salesforce's 'increasingly visible' weakness could spur a stock drop not seen in years - MSN</title>;0;-0.08142013725988095;-1.0
48;A;<title>Blue-Chip Bubble Trouble: 7 Stocks to Short as Valuations Stretch to the Limit - MSN</title>;0;-0.08142013725988095;-1.0
35;A;<title>PDD, LI, UAL: 3 Stocks with a “Perfect 10” Smart Score - TipRanks.com - TipRanks</title>;0;-0.08142013725988095;-1.0
21;A;<title>C3.ai’s stock is bucking the software selloff. Here’s why. - MarketWatch</title>;0;-0.08142013725988095;-1.0
20;A;<title>Stock splits: The strange exception where a lower stock price can be better for investors - Yahoo Finance</title>;0;-0.08142013725988095;-1.0
19;A;<title>A Stock Earnings: Agilent Technologies Beats EPS, Misses Revenue for Q2 2024 - InvestorPlace</title>;0;-0.08142013725988095;-1.0
18;A;<title>Moog Inc.'s (NYSE:MOG.A) Stock Is Going Strong: Is the Market Following Fundamentals? - Yahoo Finance</title>;0;-0.08142013725988095;-1.0
17;A;<title>Investors Beware: Could Yield Curve Be Hinting a Stock Market Crash Is Ahead? - Lombardi Letter</title>;0;-0.08142013725988095;-1.0
15;A;<title>The State Of The Website And The Two Types Of Butter - Defector</title>;0;-0.08142013725988095;-1.0
13;A;<title>2 Semiconductor Giants That Could Follow Nvidia With a Stock Split - Barchart</title>;0;-0.08142013725988095;-1.0
54;A;<title>Nvidia Stock Would Get a Major Boost From a Higher Dividend - MSN</title>;0;-0.08142013725988095;-1.0
11;A;<title>Should You Buy Nvidia Before the June 7 Stock Split? - The Motley Fool</title>;0;-0.08142013725988095;-1.0
10;A;<title>Stock Market Today: Dow trims loss, Salesforce off 20% - MarketWatch</title>;0;-0.08142013725988095;-1.0
12;A;"<title>Earnings Growth &amp; Price Strength Make HCA Healthcare (HCA) a Stock to Watch - Yahoo Finance</title>";0;-0.08142013725988095;-1.0
3;APD;"<title>Here's How Much $1000 Invested In Air Products &amp; Chemicals 20 Years Ago Would Be Worth Today By Benzinga - Investing.com UK</title>";0;0.0016329900814056168;0.0
1;ABNB;<title>Airbnb, Inc. (NASDAQ:ABNB) Expected to Post Q2 2024 Earnings of $0.90 Per Share - Defense World</title>;0;-0.013641634210993842;-1.0
13;ABNB;<title>This Is What Whales Are Betting On Airbnb - Airbnb (NASDAQ:ABNB) - Benzinga</title>;0;-0.013641634210993842;-1.0
0;ARE;<title>Should You Buy Sony Before Its Stock Split? - The Motley Fool</title>;0;0.00859000315635168;0.0
0;ALGN;<title>Nomura Asset Management Co. Ltd. Trims Stock Holdings in Align Technology, Inc. (NASDAQ:ALGN) - Defense World</title>;0;0.016735226378653295;1.0
1;ALLE;<title>Q2 2025 EPS Estimates for Allegion plc Raised by Analyst (NYSE:ALLE) - Defense World</title>;0;0.00699387795243639;0.0
52;LNT;<title>Alliant Energy Corp.'s (LNT) Stock Is Harder To Predict Than You Think – Stocks Register - Stocks Register</title>;0;0.010838732593125447;1.0
16;ALL;<title>AMC Stock Warning: All the Memes Will Fall Apart at the Seams - InvestorPlace</title>;0;0.008195696256211773;0.0
14;ALL;<title>Nelson Peltz sold all his Disney stock after losing a big board battle against Bob Iger - Quartz</title>;0;0.008195696256211773;0.0
57;ALL;<title>Stock Of The Day: Emami Hits All-Time High After Q4 Results - NDTV Profit</title>;0;0.008195696256211773;0.0
18;ALL;<title>Stock market today: Asian shares track Wall Street's retreat - The Associated Press</title>;0;0.008195696256211773;0.0
52;ALL;<title>Stock Market Today: All You Need To Know Going Into Trade On May 30 - NDTV Profit</title>;0;0.008195696256211773;0.0
51;ALL;<title>Indian stock exchange finally encrypting all messages to traders - The Register</title>;0;0.008195696256211773;0.0
33;ALL;<title>Crocs stock price is firing on all cylinders: 18% jump is likely - InvestorsObserver</title>;0;0.008195696256211773;0.0
47;ALL;<title>After Losing Proxy Fight, Nelson Peltz Reportedly Sells All Disney Stock - DAPS MAGIC</title>;0;0.008195696256211773;0.0
20;ALL;<title>5 things to know before the stock market opens Thursday - CNBC</title>;0;0.008195696256211773;0.0
10;ALL;<title>ConocoPhillips to acquire Marathon Oil Corporation in all-stock transaction - Oilfield Technology</title>;0;0.008195696256211773;0.0
11;ALL;<title>Stock market today: Asian shares track Wall Street's retreat - ABC News</title>;0;0.008195696256211773;0.0
1;GOOGL;"<title>Magnificent Seven Stocks: Nvidia Stock Hits Record High; Tesla Slides - Investor's Business Daily</title>";0;-0.017111964816822527;-1.0
3;GOOGL;<title>Wall Street predicts Google stock price for next 12 months - Finbold - Finance in Bold</title>;0;-0.017111964816822527;-1.0
4;GOOGL;<title>Alphabet's Dividend Debut: Why GOOG Stock Is a Game-Changer for Tech Investors - InvestorPlace</title>;0;-0.017111964816822527;-1.0
34;GOOGL;<title>Market Clubhouse Morning Memo - May 30th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL ... - Investing.com UK</title>;0;-0.017111964816822527;-1.0
6;GOOGL;<title>AI Race, Google's Stock Is By Far A Much Better Investment Than Meta (NASDAQ:GOOG) - Seeking Alpha</title>;0;-0.017111964816822527;-1.0
8;GOOGL;<title>HubSpot Stock (HUBS) Gains on Potential Alphabet Deal - TipRanks</title>;0;-0.017111964816822527;-1.0
1;GOOG;<title>Alphabet's Dividend Debut: Why GOOG Stock Is a Game-Changer for Tech Investors - InvestorPlace</title>;0;-0.017700109908012036;-1.0
2;GOOG;"<title>Magnificent Seven Stocks: Nvidia Stock Hits Record High; Tesla Slides - Investor's Business Daily</title>";0;-0.017700109908012036;-1.0
5;GOOG;<title>AI Race, Google's Stock Is By Far A Much Better Investment Than Meta (NASDAQ:GOOG) - Seeking Alpha</title>;0;-0.017700109908012036;-1.0
42;AMZN;<title>Valtinson Bruner Financial Planning LLC Buys 120 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
22;AMZN;<title>Prediction: These Will Be the 5 Largest Trillion-Dollar Stocks by 2035 (and Nvidia Isn't 1 of Them!) - The Motley Fool</title>;0;-0.014036962282155474;-1.0
41;AMZN;<title>Zevin Asset Management LLC Purchases 568 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
20;AMZN;<title>Amazon.com, Inc. (NASDAQ:AMZN) Shares Purchased by Catalyst Financial Partners LLC - Defense World</title>;0;-0.014036962282155474;-1.0
18;AMZN;<title>Amazon.com, Inc. (NASDAQ:AMZN) Shares Acquired by Karpas Strategies LLC - Defense World</title>;0;-0.014036962282155474;-1.0
17;AMZN;"<title>Magnificent Seven Stocks: Nvidia Stock Hits Record High; Tesla Slides - Investor's Business Daily</title>";0;-0.014036962282155474;-1.0
16;AMZN;<title>Amazon Is Unlikely To Reward Investors With Dividends Or Buybacks, And That Is Good (AMZN) - Seeking Alpha</title>;0;-0.014036962282155474;-1.0
59;AMZN;<title>Locust Wood Capital Advisers LLC Sells 54,814 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - MarketBeat</title>;0;-0.014036962282155474;-1.0
28;AMZN;"<title>Nichols &amp; Pratt Advisers LLP MA Sells 848 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>";0;-0.014036962282155474;-1.0
13;AMZN;<title>Amazon.com, Inc. (NASDAQ:AMZN) Stock Position Increased by Outfitter Financial LLC - Defense World</title>;0;-0.014036962282155474;-1.0
31;AMZN;<title>Heritage Investors Management Corp Sells 494 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
29;AMZN;<title>National Pension Service Buys 263238 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
33;AMZN;<title>23480 Shares in Amazon.com, Inc. (NASDAQ:AMZN) Acquired by US Asset Management LLC - Defense World</title>;0;-0.014036962282155474;-1.0
34;AMZN;<title>GDS Wealth Management Purchases 4803 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
35;AMZN;<title>Bronte Capital Management Pty Ltd. Has $61 Million Stock Holdings in Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
6;AMZN;<title>Amazon (AMZN) Up 1.7% Since Last Earnings Report: Can It Continue? - Zacks Investment Research</title>;0;-0.014036962282155474;-1.0
5;AMZN;<title>Amazon Is Unlikely To Reward Investors With Dividends Or Buybacks, And That Is Good (AMZN) - Seeking Alpha</title>;0;-0.014036962282155474;-1.0
36;AMZN;<title>Is Amazon (AMZN) the Best Large-Cap Stock AI Stock Pick of Billionaire Dan Loeb? - Insider Monkey</title>;0;-0.014036962282155474;-1.0
39;AMZN;<title>Where Will Apple Stock Be in 1 Year? - The Globe and Mail</title>;0;-0.014036962282155474;-1.0
32;AMZN;<title>Breed s Hill Capital LLC Purchases New Shares in Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
25;AMZN;<title>Wealthspire Advisors LLC Acquires 6206 Shares of Amazon.com, Inc. (NASDAQ:AMZN) - Defense World</title>;0;-0.014036962282155474;-1.0
0;AMCR;<title>Amcor (AMCR) Down 0.7% Since Last Earnings Report: Can It Rebound? - Yahoo Finance Australia</title>;0;0.017471745559288356;1.0
1;AMCR;<title>Norges Bank Acquires New Shares in Amcor plc (NYSE:AMCR) - Defense World</title>;0;0.017471745559288356;1.0
0;AEE;<title>Aura Energy Announces New Stock Issuance - TipRanks</title>;0;0.01340945024061979;1.0
8;AEE;<title>Corient Private Wealth LLC Cuts Stake in Ameren Co. (NYSE:AEE) - Defense World</title>;0;0.01340945024061979;1.0
4;AEE;<title>Nomura Asset Management Co. Ltd. Acquires 3192 Shares of Ameren Co. (NYSE:AEE) - Defense World</title>;0;0.01340945024061979;1.0
10;AEE;<title>Traders Buy Large Volume of Call Options on Ameren (NYSE:AEE) - Defense World</title>;0;0.01340945024061979;1.0
2;AEE;<title>Traders Buy High Volume of Ameren Call Options (NYSE:AEE) - MarketBeat</title>;0;0.01340945024061979;1.0
25;AAL;<title>Stocks Plunging Today: Salesforce, UiPath, and American Airlines - Baystreet.ca</title>;0;-0.01333904771925338;-1.0
22;AAL;<title>Implied Volatility Surging for American Airlines (AAL) Stock Options - Yahoo Movies UK</title>;0;-0.01333904771925338;-1.0
34;AAL;<title>American Airlines Stock Drop: A Golden Buying Opportunity - MarketBeat</title>;0;-0.01333904771925338;-1.0
11;AAL;<title>American Airlines Stock Has Seen A 15% Fall This Year Despite Increased Profitability - Trefis</title>;0;-0.01333904771925338;-1.0
0;AEP;<title>Goldman Sachs likes Utilities and has Buy ratings on SO, AEP, NEE, among others - Seeking Alpha</title>;0;0.004801625278197708;0.0
1;AEP;<title>American Electric Power Company, Inc. (NASDAQ:AEP) Short Interest Up 26.9% in May - Defense World</title>;0;0.004801625278197708;0.0
0;AMT;<title>Solidarity Wealth LLC Has $3.60 Million Position in American Tower Co. (NYSE:AMT) - MarketBeat</title>;0;0.025361519331366673;1.0
8;AMT;<title>Roundview Capital LLC Grows Stock Position in American Tower Co. (NYSE:AMT) - MarketBeat</title>;0;0.025361519331366673;1.0
0;AMP;<title>Ameriprise Financial's (NYSE:AMP) investors will be pleased with their solid 220% return over the last five years - Simply Wall St</title>;0;0.007266446373654285;0.0
0;APH;<title>Is Amphenol Corporation (NYSE:APH) The Best Undervalued AI Stock to Buy? - Yahoo Finance</title>;0;0.0002254360685784318;0.0
2;ADI;<title>Analog Devices, Inc. (NASDAQ:ADI) Director Sells $980,910.00 in Stock - MarketBeat</title>;0;0.005917186673816639;0.0
0;AON;<title>Aon plc (NYSE:AON) Shares Acquired by Advisory Services Network LLC - Defense World</title>;0;0.0040968923675076645;0.0
6;AON;<title>Aon plc (NYSE:AON) Sees Significant Growth in Short Interest - Defense World</title>;0;0.0040968923675076645;0.0
0;APA;<title>UBS Group AG Sells 88099 Shares of APA Co. (NASDAQ:APA) - Defense World</title>;0;0.018683581586167335;1.0
2;APA;<title>Franklin Resources Inc. Purchases 154,232 Shares of APA Co. (NASDAQ:APA) - MarketBeat</title>;0;0.018683581586167335;1.0
4;APA;<title>APA Co. (NASDAQ:APA) Shares Acquired by Franklin Resources Inc. - Defense World</title>;0;0.018683581586167335;1.0
29;AAPL;<title>Apple Stock Faces Final Resistance Before Breaching $200- Here's The Latest NASDAQ: AAPL Forecast - Analytics Insight</title>;0;0.006831694243653898;0.0
16;AAPL;<title>Valmark Advisers Inc. Raises Stock Holdings in Apple Inc. (NASDAQ:AAPL) - Defense World</title>;0;0.006831694243653898;0.0
38;AAPL;<title>Is Vanguard Information Technology Index Fund ETF a Millionaire Maker? - The Globe and Mail</title>;0;0.006831694243653898;0.0
28;AAPL;<title>Missed Out On Nvidia? 2 AI Stocks That Could Soar This Year - The Globe and Mail</title>;0;0.006831694243653898;0.0
13;AAPL;<title>Apple Stock Investors Have Reason to Cheer as iPhone Sales Jump - The Globe and Mail</title>;0;0.006831694243653898;0.0
12;AAPL;"<title>Magnificent Seven Stocks: Nvidia Stock Hits Record High; Tesla Slides - Investor's Business Daily</title>";0;0.006831694243653898;0.0
22;AAPL;<title>Intact Investment Management Inc. Cuts Stock Position in Apple Inc. (NASDAQ:AAPL) - Defense World</title>;0;0.006831694243653898;0.0
19;AAPL;<title>10 Information Technology Stocks Whale Activity In Today's Session - Apple (NASDAQ:AAPL), ARM Holdings (N - Benzinga</title>;0;0.006831694243653898;0.0
20;AAPL;<title>Where Will Apple Stock Be in 1 Year? - The Motley Fool</title>;0;0.006831694243653898;0.0
47;AAPL;<title>Should You Buy Vanguard's Hottest Sector-Based ETF? - The Globe and Mail</title>;0;0.006831694243653898;0.0
0;AMAT;<title>Insider Sale: SVP, CFO Brice Hill Sells 20,000 Shares of Applied Materials Inc (AMAT) - Yahoo Finance</title>;0;-0.005295611257468395;0.0
5;AMAT;<title>Investors in Applied Materials, Inc. (NASDAQ: AMAT) should contact the Shareholders Foundation in connection with ... - openPR</title>;0;-0.005295611257468395;0.0
6;AMAT;<title>Spotlight on Applied Mat: Analyzing the Surge in Options Activity - Applied Mat (NASDAQ:AMAT) - Benzinga</title>;0;-0.005295611257468395;0.0
0;APTV;<title>Are Wall Street Analysts Bullish on Aptiv Stock? - TradingView</title>;0;0.003189427710220385;0.0
1;APTV;<title>Orion Portfolio Solutions LLC Purchases 1220 Shares of Aptiv PLC (NYSE:APTV) - Defense World</title>;0;0.003189427710220385;0.0
7;APTV;<title>Assetmark Inc. Has $240000 Holdings in Aptiv PLC (NYSE:APTV) - Defense World</title>;0;0.003189427710220385;0.0
1;ACGL;<title>Arch Capital Group Ltd. (NASDAQ:ACGL) Shares Acquired by Stifel Financial Corp - MarketBeat</title>;0;0.008370245677765939;0.0
2;ACGL;<title>Arch Capital Group Ltd. (NASDAQ:ACGL) to Post Q2 2024 Earnings of $2.11 Per Share, Zacks Research Forecasts - Defense World</title>;0;0.008370245677765939;0.0
3;ACGL;<title>Arch Capital stock target raised to $104 on earnings outlook By Investing.com - Investing.com</title>;0;0.008370245677765939;0.0
7;ACGL;<title>Brokers Issue Forecasts for Arch Capital Group Ltd.'s Q2 2024 Earnings (NASDAQ:ACGL) - MarketBeat</title>;0;0.008370245677765939;0.0
0;ADM;<title>Why Is ADM (ADM) Up 2.8% Since Last Earnings Report? - Yahoo Finance</title>;0;-0.0011660785648451523;0.0
0;ANET;<title>Arista Networks: Downgrading The Business On Valuation And Growth Concerns (NYSE:ANET) - Seeking Alpha</title>;0;-0.011903548179487033;-1.0
11;ANET;<title>Treasurer of the State of North Carolina Boosts Holdings in Arista Networks, Inc. (NYSE:ANET) - MarketBeat</title>;0;-0.011903548179487033;-1.0
1;ANET;<title>This stock is looking to bring the fight to Nvidia - Finbold - Finance in Bold</title>;0;-0.011903548179487033;-1.0
0;AJG;"<title>Orion Portfolio Solutions LLC Raises Stake in Arthur J. Gallagher &amp; Co. (NYSE:AJG) - Defense World</title>";0;0.01807841768377411;1.0
0;AIZ;<title>PNC Financial Services Group Inc. Lowers Holdings in Assurant, Inc. (NYSE:AIZ) - Defense World</title>;0;0.011239242012333218;1.0
0;T;<title>Nvidia Stock Slips. CEO Jensen Huang Heads With Rivals to Taiwan. - Barron's</title>;0;0.02190420453371846;1.0
28;T;<title>Nvidia Stock Drops. It Can't Always Beat the Market. - MSN</title>;0;0.02190420453371846;1.0
32;T;<title>VF Corp Stock Down: Here's Why Investors Shouldn't Count It Out - MarketBeat</title>;0;0.02190420453371846;1.0
15;T;<title>7 Stocks You Haven't Heard of (That EVERYONE Should Own) - InvestorPlace</title>;0;0.02190420453371846;1.0
13;T;<title>Do Options Traders Know Something About ICON (ICLR) Stock We Don't? - Yahoo Finance</title>;0;0.02190420453371846;1.0
12;T;<title>Apple Stock Isn’t a Buy Yet, Says Analyst. China-iPhone Demand Remains an Issue. - Barron's</title>;0;0.02190420453371846;1.0
10;T;<title>Is Wall Street Bullish or Bearish on T-Mobile Stock? - TradingView</title>;0;0.02190420453371846;1.0
5;T;<title>Prediction: These Will Be the 5 Largest Trillion-Dollar Stocks by 2035 (and Nvidia Isn't 1 of Them!) - The Motley Fool</title>;0;0.02190420453371846;1.0
4;T;"<title>Are Wall Street Analysts Predicting AT&amp;T Stock Will Climb or Sink? - Barchart</title>";0;0.02190420453371846;1.0
3;T;<title>'Don't Jump on the Bandwagon,' Says Investor About Trump Media Stock - TipRanks.com - TipRanks</title>;0;0.02190420453371846;1.0
2;T;<title>Stock Market Outlook: Earnings Growth Not Enough to Sustain Valuations - Markets Insider</title>;0;0.02190420453371846;1.0
1;T;<title>Why Nvidia's stock surge doesn't bode well for the market - Yahoo Finance</title>;0;0.02190420453371846;1.0
6;T;<title>Powerschool Stock's Buyout Bait: Don't Get Hooked on a Risky Rumor - InvestorPlace</title>;0;0.02190420453371846;1.0
24;T;<title>Auto Trader CEO: London Stock Exchange's problem isn't liquidity - Yahoo Finance UK</title>;0;0.02190420453371846;1.0
0;ATO;<title>Here's Why Atmos Energy (ATO) is a Strong Growth Stock - Yahoo Finance</title>;0;0.007364894478083341;0.0
3;ATO;<title>After Plunging -6.17% in 4 Weeks, Here's Why the Trend Might Reverse for Atmos (ATO) - Yahoo Canada Finance</title>;0;0.007364894478083341;0.0
10;ADSK;<title>Autodesk, Inc. (NASDAQ:ADSK) Shares Sold by Advisory Services Network LLC - Defense World</title>;0;-0.039638384765184345;-1.0
2;ADSK;<title>TD Asset Management Inc Increases Position in Autodesk, Inc. (NASDAQ:ADSK) - MarketBeat</title>;0;-0.039638384765184345;-1.0
4;ADSK;"<title>June 24, 2024 Deadline: Contact Levi &amp; Korsinsky to Join Class Action Suit Against ADSK - Marketscreener.com</title>";0;-0.039638384765184345;-1.0
13;ADSK;<title>Autodesk (NASDAQ:ADSK) Price Target Cut to $289.00 by Analysts at Robert W. Baird - Defense World</title>;0;-0.039638384765184345;-1.0
12;ADSK;<title>ROSEN, LEADING TRIAL ATTORNEYS, Encourages Autodesk, Inc. Investors to Secure Counsel Before Important ... - Marketscreener.com</title>;0;-0.039638384765184345;-1.0
0;AZO;<title>Cambridge Investment Research Advisors Inc. Cuts Stake in AutoZone, Inc. (NYSE:AZO) - Defense World</title>;0;0.012933008442375559;1.0
1;AZO;<title>Autozone Inc (AZO) Senior Vice President Buys 99256 in Shares - InvestorsObserver</title>;0;0.012933008442375559;1.0
0;AVB;<title>US Bancorp DE Cuts Stake in AvalonBay Communities, Inc. (NYSE:AVB) - Defense World</title>;0;0.005302508189290869;0.0
4;AVB;<title>Standard AVB Financial (OTCMKTS:STND) Shares Pass Above 200 Day Moving Average of $33.00 - Defense World</title>;0;0.005302508189290869;0.0
0;AXON;<title>Axon director Julie A. Cullivan sells $136,727 in company stock By Investing.com - Investing.com</title>;0;-0.009148830293745781;0.0
1;AXON;<title>PNC Financial Services Group Inc. Purchases 427 Shares of Axon Enterprise, Inc. (NASDAQ:AXON) - Defense World</title>;0;-0.009148830293745781;0.0
7;AXON;<title>Axon Enterprise, Inc. (NASDAQ:AXON) Director Julie A. Cullivan Sells 478 Shares - MarketBeat</title>;0;-0.009148830293745781;0.0
9;AXON;<title>Nomura Asset Management Co. Ltd. Has $4.80 Million Stock Position in Axon Enterprise, Inc. (NASDAQ:AXON) - Defense World</title>;0;-0.009148830293745781;0.0
14;AXON;<title>Dimensional Fund Advisors LP Has $44.22 Million Stock Holdings in Axon Enterprise, Inc. (NASDAQ:AXON) - Defense World</title>;0;-0.009148830293745781;0.0
1;BALL;"<title>Ball Co. (NYSE:BALL) Shares Purchased by Wells Fargo &amp; Company MN - Defense World</title>";0;0.023745142911261796;1.0
2;BALL;<title>Mariano Navone: First Ever Seeded Grand Slam Debutant - Last Word On Sports</title>;0;0.023745142911261796;1.0
7;BALL;<title>Nomura Asset Management Co. Ltd. Sells 257 Shares of Ball Co. (NYSE:BALL) - Defense World</title>;0;0.023745142911261796;1.0
8;BAC;<title>TD Asset Management Inc Has $98.10 Million Stock Holdings in Bank of America Co. (NYSE:BAC) - MarketBeat</title>;0;-0.003744846415091068;0.0
2;BAC;<title>Investors Heavily Search Bank of America Corporation (BAC): Here is What You Need to Know - Yahoo Finance</title>;0;-0.003744846415091068;0.0
4;BAC;<title>Noteworthy Thursday Option Activity: LLY, CNC, BAC - Nasdaq</title>;0;-0.003744846415091068;0.0
11;BAC;<title>Bank of America (BAC) Stock Moves -1.02%: What You Should Know - Yahoo New Zealand News</title>;0;-0.003744846415091068;0.0
5;BK;<title>Bank Nifty Share Price Live Updates: Bank Nifty is trading at ₹48818.4 | Stock Market News - Mint</title>;0;0.01376388515832414;1.0
0;BBWI;"<title>Bath &amp; Body Works (NYSE:BBWI) Receives “Outperform” Rating from Telsey Advisory Group - Defense World</title>";0;0.037379333459784794;1.0
1;BBWI;"<title>Bath &amp; Body Works (BBWI) Q1 Earnings Preview: What You Should Know Beyond the Headline Estimates - MSN</title>";0;0.037379333459784794;1.0
0;BAX;<title>Baxter (BAX) Banks on Portfolio Strength, Strategic Buyouts - Yahoo Movies UK</title>;0;0.003916874766322485;0.0
1;BAX;<title>Baxter International (NYSE:BAX) Coverage Initiated at The Goldman Sachs Group - MarketBeat</title>;0;0.003916874766322485;0.0
1;BDX;<title>BCAL Diagnostics Clarifies Recent Share Activity - TipRanks</title>;0;0.0036210385928640365;0.0
12;BRK.B;<title>Foot Locker Stock Pops as Earnings Are Strong - Barron's</title>;0;;
0;BBY;<title>Best Buy jumps more than 10% as cost-cutting preserves profits despite sluggish sales - CNBC</title>;0;0.12781633681473528;1.0
30;BBY;<title>Best Buy Jumps After Missing Projections - Baystreet.ca</title>;0;0.12781633681473528;1.0
20;BBY;<title>Best Buy Q1 Earnings: EPS Beat, Restructuring Charges, CEO Confident in Strengthening Position in Computing and ... - Yahoo Finance UK</title>;0;0.12781633681473528;1.0
19;BBY;<title>Best Buy Co., Inc. (BBY) Q1 2025 Earnings Call Transcript - Seeking Alpha</title>;0;0.12781633681473528;1.0
18;BBY;<title>Earnings Summary: Best Buy reports mixed Q1 results, comp declined 6.1% (NYSE:BBY) - Seeking Alpha</title>;0;0.12781633681473528;1.0
35;BBY;<title>Best Buy shares surge 11% on earnings beat despite sales decline - MSN</title>;0;0.12781633681473528;1.0
16;BBY;<title>Best Buy's stock rises after Q1 profit beats expectations - MarketWatch</title>;0;0.12781633681473528;1.0
15;BBY;<title>Best Buy improves profitability despite seeing sales fall in Q1 (NYSE:BBY) - Seeking Alpha</title>;0;0.12781633681473528;1.0
14;BBY;<title>Best Buy (BBY) Q1 Earnings Beat Estimates, Revenues Dip Y/Y - Zacks Investment Research</title>;0;0.12781633681473528;1.0
13;BBY;<title>Stocks to Watch Today: HPQ and BBY Soar, CRM Stumbles - The Tokenist</title>;0;0.12781633681473528;1.0
27;BBY;<title>Best Buy (NYSE:BBY) Misses Q1 Sales Targets By Stock Story - Investing.com Canada</title>;0;0.12781633681473528;1.0
11;BBY;<title>Best Buy’s stock rises after first-quarter profit beats expectations - MarketWatch</title>;0;0.12781633681473528;1.0
9;BBY;<title>Best Buy (BBY) Reports Q1 Earnings: What Key Metrics Have to Say - Zacks Investment Research</title>;0;0.12781633681473528;1.0
8;BBY;"<title>Best Buy Likely To Report Lower Q1 Earnings; Here Are The Recent Forecast Changes From Wall Street's Most ... - Markets Insider</title>";0;0.12781633681473528;1.0
